,0
57,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00006695_002.png
58,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00006968_004.png
59,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00006973_008.png
60,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00007195_003.png
61,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00007340_000.png
62,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00007500_001.png
63,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00007779_004.png
64,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00007806_000.png
65,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00008253_001.png
66,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00008287_002.png
67,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00008518_001.png
68,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00008584_000.png
69,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00008727_013.png
70,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00008897_001.png
71,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00009256_005.png
72,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00009574_017.png
73,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00009710_004.png
74,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00009710_010.png
75,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00010007_164.png
76,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00010352_035.png
77,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00010481_021.png
78,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00010749_000.png
79,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00010914_009.png
80,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00010926_000.png
81,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00011495_004.png
82,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00011669_001.png
83,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00011678_000.png
84,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00012045_039.png
85,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00012144_022.png
86,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00012430_000.png
87,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00012589_002.png
88,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00012625_006.png
89,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00012626_012.png
90,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00012756_000.png
91,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00012903_005.png
92,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00013198_000.png
93,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00013606_000.png
94,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00013615_019.png
95,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00013686_000.png
96,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00013844_004.png
97,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00013917_056.png
98,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00013934_000.png
99,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00014034_015.png
100,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00014034_017.png
101,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00014172_004.png
102,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00014223_028.png
103,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00014253_022.png
104,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00014958_014.png
105,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00015045_002.png
106,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00015170_003.png
107,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00015229_000.png
108,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00015414_015.png
109,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00015448_002.png
110,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00015679_004.png
111,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00015715_001.png
112,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00015721_005.png
113,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00015721_009.png
114,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00015758_000.png
115,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00015814_003.png
116,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00016332_002.png
117,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00016590_000.png
118,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00016618_008.png
119,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00016620_007.png
120,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00016867_005.png
121,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00017214_003.png
122,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00017267_001.png
123,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00017618_002.png
124,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00017643_003.png
125,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00017731_005.png
126,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00017835_008.png
127,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00017835_010.png
128,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00017907_000.png
129,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00017920_018.png
130,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00018175_026.png
131,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00018254_018.png
132,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00018258_001.png
133,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00018419_001.png
134,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00018462_001.png
135,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00018642_005.png
136,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00018936_003.png
137,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00018944_012.png
138,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00019021_002.png
139,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00019092_013.png
140,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00019216_003.png
141,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00019322_000.png
142,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00019706_016.png
143,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00019785_000.png
144,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00020190_002.png
145,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00020361_000.png
146,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00020408_045.png
147,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00020529_000.png
148,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00020601_002.png
149,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00020857_002.png
150,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00020966_000.png
151,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00020979_007.png
152,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00021188_012.png
153,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00021303_002.png
154,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00021347_000.png
155,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00021377_018.png
156,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00021484_002.png
157,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00021565_002.png
158,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00021610_000.png
159,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00022098_010.png
160,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00022245_003.png
161,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00022276_000.png
162,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00022539_000.png
163,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00022596_006.png
164,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00023269_003.png
165,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00023313_000.png
166,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00023315_000.png
167,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00025119_006.png
168,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00025358_000.png
169,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00025461_001.png
170,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00025580_011.png
171,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00026099_043.png
172,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00026139_002.png
173,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00026320_003.png
174,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00026400_000.png
175,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00027028_002.png
176,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00027168_000.png
177,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00027229_000.png
178,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00027285_002.png
179,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00027648_004.png
180,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00027735_001.png
181,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00028410_000.png
182,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00028518_003.png
183,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00028924_004.png
184,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00029464_001.png
185,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00029679_000.png
186,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00030059_006.png
187,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00030247_010.png
188,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00030284_000.png
189,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00030410_000.png
190,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00030434_000.png
191,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00030695_002.png
192,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00001249_010.png
193,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00001373_009.png
194,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00001373_021.png
195,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00001373_026.png
196,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00001385_004.png
197,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00003395_005.png
198,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00003989_024.png
199,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00004251_000.png
200,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00004342_020.png
201,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00004344_043.png
202,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00004526_007.png
203,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00004606_000.png
204,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00004822_007.png
205,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00005066_065.png
206,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00005641_001.png
207,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00006296_006.png
208,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00006537_000.png
209,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00006808_035.png
210,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00006875_008.png
211,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00007157_011.png
212,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00007729_000.png
213,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00007945_000.png
214,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00008002_000.png
215,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00008871_001.png
216,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00009156_000.png
217,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00009595_000.png
218,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00010448_000.png
219,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00011140_015.png
220,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00011463_000.png
221,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00011553_015.png
222,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00011749_000.png
223,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00011949_000.png
224,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00013257_001.png
225,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00013557_016.png
226,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00013685_006.png
227,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00014365_000.png
228,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00015425_012.png
229,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00016414_000.png
230,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00016926_003.png
231,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00017417_000.png
232,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00018837_000.png
233,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00019486_000.png
234,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00022741_000.png
235,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00022931_000.png
236,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00024107_000.png
237,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00026136_003.png
238,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00026357_000.png
239,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00028873_004.png
240,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00029043_002.png
241,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00029510_000.png
242,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00000116_019.png
243,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00000242_000.png
244,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00001255_033.png
245,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00002048_013.png
246,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00002425_000.png
247,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00002718_004.png
248,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00002892_007.png
249,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00004360_023.png
250,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00004798_008.png
251,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00006008_001.png
252,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00006271_096.png
253,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00006517_003.png
254,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00007007_001.png
255,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00007322_015.png
256,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00007322_016.png
257,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00008397_003.png
258,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00008701_049.png
259,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00008962_001.png
260,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00009365_026.png
261,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00009727_021.png
262,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00010007_157.png
263,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00010007_169.png
264,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00010294_006.png
265,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00010828_032.png
266,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00011062_005.png
267,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00011237_087.png
268,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00011925_019.png
269,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00012576_014.png
270,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00012625_003.png
271,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00012628_015.png
272,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00013003_005.png
273,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00013471_003.png
274,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00013615_042.png
275,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00013670_135.png
276,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00013670_154.png
277,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00013774_000.png
278,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00014022_073.png
279,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00014398_017.png
280,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00015045_018.png
281,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00015606_008.png
282,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00015770_035.png
283,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00016059_000.png
284,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00016410_058.png
285,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00016778_017.png
286,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00016972_004.png
287,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00017710_006.png
288,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00018052_003.png
289,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00018224_009.png
290,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00018251_014.png
291,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00018626_003.png
292,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00018627_002.png
293,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00019176_035.png
294,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00019363_017.png
295,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00019395_011.png
296,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00019750_018.png
297,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00019785_022.png
298,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00020213_034.png
299,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00021114_004.png
300,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00022572_045.png
301,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00023085_006.png
302,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00025445_000.png
303,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00025752_001.png
304,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00025958_001.png
305,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00026050_009.png
306,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00026132_010.png
307,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00026374_009.png
308,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00027017_002.png
309,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00029165_008.png
310,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00030079_032.png
311,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00030167_001.png
312,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00030410_002.png
313,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00030636_012.png
314,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00001249_002.png
315,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00001301_020.png
316,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00001504_009.png
317,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00002412_000.png
318,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00002533_003.png
319,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00004090_002.png
320,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00004338_002.png
321,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00004659_000.png
322,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00005682_006.png
323,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00006160_001.png
324,/Users/adithya/Documents/MATLAB/project/cbir_dataset/sample/images/00009932_001.png
